Moves,Pokemon,Type,Category,estPower
Swagger,Geodude,Normal,Status,0.0
Sleep Talk,Geodude,Normal,Status,0.0
Substitute,Geodude,Normal,Status,0.0
Nature Power,Geodude,Normal,Status,0.0
Confide,Geodude,Normal,Status,0.0
Harden,Geodude,Normal,Status,0.0
Bide,Geodude,Normal,Physical,0.0
Fissure,Geodude,Ground,Physical,0.0
Rage,Geodude,Normal,Physical,20.0
Submission,Geodude,Fighting,Physical,64.0
Take Down,Geodude,Normal,Physical,76.5
Body Slam,Geodude,Normal,Physical,85.0
Counter,Geodude,Fighting,Physical,0.0
Dynamic Punch,Geodude,Fighting,Physical,50.0
Metronome,Geodude,Normal,Status,0.0
Mimic,Geodude,Normal,Status,0.0
Seismic Toss,Geodude,Fighting,Physical,0.0
Captivate,Geodude,Normal,Status,0.0
Natural Gift,Geodude,Normal,Physical,0.0
Ancient Power,Geodude,Rock,Special,60.0
Headbutt,Geodude,Normal,Physical,70.0
Mud-Slap,Geodude,Ground,Special,20.0
Sucker Punch,Geodude,Dark,Physical,70.0
Dig,Geodude,Ground,Physical,80.0
Incinerate,Geodude,Fire,Special,60.0
Power-Up Punch,Geodude,Fighting,Physical,40.0
Rock Smash,Geodude,Fighting,Physical,40.0
Secret Power,Geodude,Normal,Physical,70.0
Strength,Geodude,Normal,Physical,80.0
Defense Curl,Graveler,Normal,Status,0.0
Mud Sport,Graveler,Ground,Status,0.0
Rock Polish,Graveler,Rock,Status,0.0
Tackle,Graveler,Normal,Physical,40.0
Mud Sport,Graveler,Ground,Status,0.0
Rock Polish,Graveler,Rock,Status,0.0
Rollout,Graveler,Rock,Physical,27.0
Magnitude,Graveler,Ground,Physical,0.0
Rock Throw,Graveler,Rock,Physical,45.0
Smack Down,Graveler,Rock,Physical,50.0
Bulldoze,Graveler,Ground,Physical,60.0
Self-Destruct,Graveler,Normal,Physical,200.0
Stealth Rock,Graveler,Rock,Status,0.0
Rock Blast,Graveler,Rock,Physical,22.5
Earthquake,Graveler,Ground,Physical,100.0
Explosion,Graveler,Normal,Physical,250.0
Double-Edge,Graveler,Normal,Physical,120.0
Stone Edge,Graveler,Rock,Physical,80.0
Autotomize,Graveler,Steel,Status,0.0
Block,Graveler,Normal,Status,0.0
Curse,Graveler,Ghost,Status,0.0
Endure,Graveler,Normal,Status,0.0
Flail,Graveler,Normal,Physical,0.0
Focus Punch,Graveler,Fighting,Physical,150.0
Hammer Arm,Graveler,Fighting,Physical,90.0
Mega Punch,Graveler,Normal,Physical,68.0
Rock Climb,Graveler,Normal,Physical,76.5
Wide Guard,Graveler,Rock,Status,0.0
Block,Graveler,Normal,Status,0.0
Earth Power,Graveler,Ground,Special,90.0
Fire Punch,Graveler,Fire,Physical,75.0
Focus Punch,Graveler,Fighting,Physical,150.0
Iron Defense,Graveler,Steel,Status,0.0
Snore,Graveler,Normal,Special,50.0
Stealth Rock,Graveler,Rock,Status,0.0
Stomping Tantrum,Graveler,Ground,Physical,75.0
Superpower,Graveler,Fighting,Physical,120.0
Thunder Punch,Graveler,Electric,Physical,75.0
Toxic,Graveler,Poison,Status,0.0
Hidden Power,Graveler,Normal,Special,60.0
Sunny Day,Graveler,Fire,Status,0.0
Protect,Graveler,Normal,Status,0.0
Frustration,Graveler,Normal,Physical,0.0
Smack Down,Graveler,Rock,Physical,50.0
Earthquake,Graveler,Ground,Physical,100.0
Return,Graveler,Normal,Physical,0.0
Brick Break,Graveler,Fighting,Physical,75.0
Double Team,Graveler,Normal,Status,0.0
Flamethrower,Graveler,Fire,Special,90.0
Sandstorm,Graveler,Rock,Status,0.0
Fire Blast,Graveler,Fire,Special,93.5
Rock Tomb,Graveler,Rock,Physical,57.0
Facade,Graveler,Normal,Physical,70.0
Rest,Graveler,Psychic,Status,0.0
Attract,Graveler,Normal,Status,0.0
Round,Graveler,Normal,Special,60.0
Fling,Graveler,Dark,Physical,0.0
Explosion,Graveler,Normal,Physical,250.0
Rock Polish,Graveler,Rock,Status,0.0
Stone Edge,Graveler,Rock,Physical,80.0
Gyro Ball,Graveler,Steel,Physical,0.0
Bulldoze,Graveler,Ground,Physical,60.0
Rock Slide,Graveler,Rock,Physical,67.5
Swagger,Graveler,Normal,Status,0.0
Sleep Talk,Graveler,Normal,Status,0.0
Substitute,Graveler,Normal,Status,0.0
Nature Power,Graveler,Normal,Status,0.0
Confide,Graveler,Normal,Status,0.0
Harden,Graveler,Normal,Status,0.0
Bide,Graveler,Normal,Physical,0.0
Fissure,Graveler,Ground,Physical,0.0
Rage,Graveler,Normal,Physical,20.0
Submission,Graveler,Fighting,Physical,64.0
Take Down,Graveler,Normal,Physical,76.5
Body Slam,Graveler,Normal,Physical,85.0
Counter,Graveler,Fighting,Physical,0.0
Dynamic Punch,Graveler,Fighting,Physical,50.0
Metronome,Graveler,Normal,Status,0.0
Mimic,Graveler,Normal,Status,0.0
Seismic Toss,Graveler,Fighting,Physical,0.0
Captivate,Graveler,Normal,Status,0.0
Natural Gift,Graveler,Normal,Physical,0.0
Ancient Power,Graveler,Rock,Special,60.0
Headbutt,Graveler,Normal,Physical,70.0
Mud-Slap,Graveler,Ground,Special,20.0
Sucker Punch,Graveler,Dark,Physical,70.0
Dig,Graveler,Ground,Physical,80.0
Incinerate,Graveler,Fire,Special,60.0
Power-Up Punch,Graveler,Fighting,Physical,40.0
Rock Smash,Graveler,Fighting,Physical,40.0
Secret Power,Graveler,Normal,Physical,70.0
Strength,Graveler,Normal,Physical,80.0
Defense Curl,Golem,Normal,Status,0.0
Heavy Slam,Golem,Steel,Physical,0.0
Mud Sport,Golem,Ground,Status,0.0
Rock Polish,Golem,Rock,Status,0.0
Tackle,Golem,Normal,Physical,40.0
Mud Sport,Golem,Ground,Status,0.0
Rock Polish,Golem,Rock,Status,0.0
Steamroller,Golem,Bug,Physical,65.0
Magnitude,Golem,Ground,Physical,0.0
Rock Throw,Golem,Rock,Physical,45.0
Smack Down,Golem,Rock,Physical,50.0
Bulldoze,Golem,Ground,Physical,60.0
Self-Destruct,Golem,Normal,Physical,200.0
Stealth Rock,Golem,Rock,Status,0.0
Rock Blast,Golem,Rock,Physical,22.5
Earthquake,Golem,Ground,Physical,100.0
Explosion,Golem,Normal,Physical,250.0
Double-Edge,Golem,Normal,Physical,120.0
Stone Edge,Golem,Rock,Physical,80.0
Heavy Slam,Golem,Steel,Physical,0.0
Autotomize,Golem,Steel,Status,0.0
Block,Golem,Normal,Status,0.0
Curse,Golem,Ghost,Status,0.0
Endure,Golem,Normal,Status,0.0
Flail,Golem,Normal,Physical,0.0
Focus Punch,Golem,Fighting,Physical,150.0
Hammer Arm,Golem,Fighting,Physical,90.0
Mega Punch,Golem,Normal,Physical,68.0
Rock Climb,Golem,Normal,Physical,76.5
Wide Guard,Golem,Rock,Status,0.0
Block,Golem,Normal,Status,0.0
Earth Power,Golem,Ground,Special,90.0
Fire Punch,Golem,Fire,Physical,75.0
Focus Punch,Golem,Fighting,Physical,150.0
Iron Defense,Golem,Steel,Status,0.0
Iron Head,Golem,Steel,Physical,80.0
Snore,Golem,Normal,Special,50.0
Stealth Rock,Golem,Rock,Status,0.0
Stomping Tantrum,Golem,Ground,Physical,75.0
Superpower,Golem,Fighting,Physical,120.0
Thunder Punch,Golem,Electric,Physical,75.0
Roar,Golem,Normal,Status,0.0
Toxic,Golem,Poison,Status,0.0
Hidden Power,Golem,Normal,Special,60.0
Sunny Day,Golem,Fire,Status,0.0
Hyper Beam,Golem,Normal,Special,135.0
Protect,Golem,Normal,Status,0.0
Frustration,Golem,Normal,Physical,0.0
Smack Down,Golem,Rock,Physical,50.0
Earthquake,Golem,Ground,Physical,100.0
Return,Golem,Normal,Physical,0.0
Brick Break,Golem,Fighting,Physical,75.0
Double Team,Golem,Normal,Status,0.0
Flamethrower,Golem,Fire,Special,90.0
Sandstorm,Golem,Rock,Status,0.0
Fire Blast,Golem,Fire,Special,93.5
Rock Tomb,Golem,Rock,Physical,57.0
Facade,Golem,Normal,Physical,70.0
Rest,Golem,Psychic,Status,0.0
Attract,Golem,Normal,Status,0.0
Round,Golem,Normal,Special,60.0
Focus Blast,Golem,Fighting,Special,84.0
Fling,Golem,Dark,Physical,0.0
Explosion,Golem,Normal,Physical,250.0
Giga Impact,Golem,Normal,Physical,135.0
Rock Polish,Golem,Rock,Status,0.0
Stone Edge,Golem,Rock,Physical,80.0
Gyro Ball,Golem,Steel,Physical,0.0
Bulldoze,Golem,Ground,Physical,60.0
Rock Slide,Golem,Rock,Physical,67.5
Swagger,Golem,Normal,Status,0.0
Sleep Talk,Golem,Normal,Status,0.0
Substitute,Golem,Normal,Status,0.0
Nature Power,Golem,Normal,Status,0.0
Confide,Golem,Normal,Status,0.0
Harden,Golem,Normal,Status,0.0
Bide,Golem,Normal,Physical,0.0
Fissure,Golem,Ground,Physical,0.0
Rage,Golem,Normal,Physical,20.0
Submission,Golem,Fighting,Physical,64.0
Take Down,Golem,Normal,Physical,76.5
Body Slam,Golem,Normal,Physical,85.0
Counter,Golem,Fighting,Physical,0.0
Dynamic Punch,Golem,Fighting,Physical,50.0
Mega Kick,Golem,Normal,Physical,90.0
Metronome,Golem,Normal,Status,0.0
Mimic,Golem,Normal,Status,0.0
Seismic Toss,Golem,Fighting,Physical,0.0
Captivate,Golem,Normal,Status,0.0
Natural Gift,Golem,Normal,Physical,0.0
Ancient Power,Golem,Rock,Special,60.0
Fury Cutter,Golem,Bug,Physical,38.0
Headbutt,Golem,Normal,Physical,70.0
Mud-Slap,Golem,Ground,Special,20.0
Sucker Punch,Golem,Dark,Physical,70.0
Dig,Golem,Ground,Physical,80.0
Incinerate,Golem,Fire,Special,60.0
Power-Up Punch,Golem,Fighting,Physical,40.0
Rock Smash,Golem,Fighting,Physical,40.0
Secret Power,Golem,Normal,Physical,70.0
Strength,Golem,Normal,Physical,80.0
Growl,Ponyta,Normal,Status,0.0
Tackle,Ponyta,Normal,Physical,40.0
Tail Whip,Ponyta,Normal,Status,0.0
Ember,Ponyta,Fire,Special,40.0
Flame Wheel,Ponyta,Fire,Physical,60.0
Stomp,Ponyta,Normal,Physical,65.0
Flame Charge,Ponyta,Fire,Physical,50.0
Fire Spin,Ponyta,Fire,Special,29.75
Take Down,Ponyta,Normal,Physical,76.5
Inferno,Ponyta,Fire,Special,50.0
Agility,Ponyta,Psychic,Status,0.0
Fire Blast,Ponyta,Fire,Special,93.5
Bounce,Ponyta,Flying,Physical,72.25
Flare Blitz,Ponyta,Fire,Physical,120.0
Ally Switch,Ponyta,Psychic,Status,0.0
Captivate,Ponyta,Normal,Status,0.0
Charm,Ponyta,Fairy,Status,0.0
Double-Edge,Ponyta,Normal,Physical,120.0
Double Kick,Ponyta,Fighting,Physical,30.0
Flame Wheel,Ponyta,Fire,Physical,60.0
Horn Drill,Ponyta,Normal,Physical,0.0
Hypnosis,Ponyta,Psychic,Status,0.0
Low Kick,Ponyta,Fighting,Physical,0.0
Morning Sun,Ponyta,Normal,Status,0.0
Thrash,Ponyta,Normal,Physical,120.0
Ally Switch,Ponyta,Psychic,Status,0.0
Bounce,Ponyta,Flying,Physical,72.25
Heat Wave,Ponyta,Fire,Special,85.5
Iron Tail,Ponyta,Steel,Physical,75.0
Low Kick,Ponyta,Fighting,Physical,0.0
Snore,Ponyta,Normal,Special,50.0
Toxic,Ponyta,Poison,Status,0.0
Hidden Power,Ponyta,Normal,Special,60.0
Sunny Day,Ponyta,Fire,Status,0.0
Protect,Ponyta,Normal,Status,0.0
Frustration,Ponyta,Normal,Physical,0.0
Solar Beam,Ponyta,Grass,Special,200.0
Return,Ponyta,Normal,Physical,0.0
Double Team,Ponyta,Normal,Status,0.0
Flamethrower,Ponyta,Fire,Special,90.0
Fire Blast,Ponyta,Fire,Special,93.5
Facade,Ponyta,Normal,Physical,70.0
Flame Charge,Ponyta,Fire,Physical,50.0
Rest,Ponyta,Psychic,Status,0.0
Attract,Ponyta,Normal,Status,0.0
Round,Ponyta,Normal,Special,60.0
Echoed Voice,Ponyta,Normal,Special,40.0
Overheat,Ponyta,Fire,Special,117.0
Will-O-Wisp,Ponyta,Fire,Status,0.0
Swagger,Ponyta,Normal,Status,0.0
Sleep Talk,Ponyta,Normal,Status,0.0
Substitute,Ponyta,Normal,Status,0.0
Wild Charge,Ponyta,Electric,Physical,90.0
Confide,Ponyta,Normal,Status,0.0
Bide,Ponyta,Normal,Physical,0.0
Rage,Ponyta,Normal,Physical,20.0
Reflect,Ponyta,Psychic,Status,0.0
Skull Bash,Ponyta,Normal,Physical,130.0
Curse,Ponyta,Ghost,Status,0.0
Quick Attack,Ponyta,Normal,Physical,40.0
Body Slam,Ponyta,Normal,Physical,85.0
Mimic,Ponyta,Normal,Status,0.0
Endure,Ponyta,Normal,Status,0.0
Natural Gift,Ponyta,Normal,Physical,0.0
Headbutt,Ponyta,Normal,Physical,70.0
Swift,Ponyta,Normal,Special,60.0
Incinerate,Ponyta,Fire,Special,60.0
Secret Power,Ponyta,Normal,Physical,70.0
Strength,Ponyta,Normal,Physical,80.0
Ember,Rapidash,Fire,Special,40.0
Fury Attack,Rapidash,Normal,Physical,12.75
Growl,Rapidash,Normal,Status,0.0
Megahorn,Rapidash,Bug,Physical,102.0
Poison Jab,Rapidash,Poison,Physical,80.0
Quick Attack,Rapidash,Normal,Physical,40.0
Tail Whip,Rapidash,Normal,Status,0.0
Tail Whip,Rapidash,Normal,Status,0.0
Ember,Rapidash,Fire,Special,40.0
Flame Wheel,Rapidash,Fire,Physical,60.0
Stomp,Rapidash,Normal,Physical,65.0
Flame Charge,Rapidash,Fire,Physical,50.0
Fire Spin,Rapidash,Fire,Special,29.75
Take Down,Rapidash,Normal,Physical,76.5
Inferno,Rapidash,Fire,Special,50.0
Agility,Rapidash,Psychic,Status,0.0
Fire Blast,Rapidash,Fire,Special,93.5
Bounce,Rapidash,Flying,Physical,72.25
Flare Blitz,Rapidash,Fire,Physical,120.0
Ally Switch,Rapidash,Psychic,Status,0.0
Captivate,Rapidash,Normal,Status,0.0
Charm,Rapidash,Fairy,Status,0.0
Double-Edge,Rapidash,Normal,Physical,120.0
Double Kick,Rapidash,Fighting,Physical,30.0
Flame Wheel,Rapidash,Fire,Physical,60.0
Horn Drill,Rapidash,Normal,Physical,0.0
Hypnosis,Rapidash,Psychic,Status,0.0
Low Kick,Rapidash,Fighting,Physical,0.0
Morning Sun,Rapidash,Normal,Status,0.0
Thrash,Rapidash,Normal,Physical,120.0
Ally Switch,Rapidash,Psychic,Status,0.0
Bounce,Rapidash,Flying,Physical,72.25
Drill Run,Rapidash,Ground,Physical,76.0
Heat Wave,Rapidash,Fire,Special,85.5
Iron Tail,Rapidash,Steel,Physical,75.0
Low Kick,Rapidash,Fighting,Physical,0.0
Snore,Rapidash,Normal,Special,50.0
Throat Chop,Rapidash,Dark,Physical,80.0
Toxic,Rapidash,Poison,Status,0.0
Hidden Power,Rapidash,Normal,Special,60.0
Sunny Day,Rapidash,Fire,Status,0.0
Hyper Beam,Rapidash,Normal,Special,135.0
Protect,Rapidash,Normal,Status,0.0
Frustration,Rapidash,Normal,Physical,0.0
Solar Beam,Rapidash,Grass,Special,200.0
Return,Rapidash,Normal,Physical,0.0
Double Team,Rapidash,Normal,Status,0.0
Flamethrower,Rapidash,Fire,Special,90.0
Fire Blast,Rapidash,Fire,Special,93.5
Facade,Rapidash,Normal,Physical,70.0
Flame Charge,Rapidash,Fire,Physical,50.0
Rest,Rapidash,Psychic,Status,0.0
Attract,Rapidash,Normal,Status,0.0
Round,Rapidash,Normal,Special,60.0
Echoed Voice,Rapidash,Normal,Special,40.0
Overheat,Rapidash,Fire,Special,117.0
Will-O-Wisp,Rapidash,Fire,Status,0.0
Smart Strike,Rapidash,Steel,Physical,70.0
Giga Impact,Rapidash,Normal,Physical,135.0
Poison Jab,Rapidash,Poison,Physical,80.0
Swagger,Rapidash,Normal,Status,0.0
Sleep Talk,Rapidash,Normal,Status,0.0
Substitute,Rapidash,Normal,Status,0.0
Wild Charge,Rapidash,Electric,Physical,90.0
Confide,Rapidash,Normal,Status,0.0
Bide,Rapidash,Normal,Physical,0.0
Rage,Rapidash,Normal,Physical,20.0
Reflect,Rapidash,Psychic,Status,0.0
Skull Bash,Rapidash,Normal,Physical,130.0
Curse,Rapidash,Ghost,Status,0.0
Body Slam,Rapidash,Normal,Physical,85.0
Mimic,Rapidash,Normal,Status,0.0
Endure,Rapidash,Normal,Status,0.0
Natural Gift,Rapidash,Normal,Physical,0.0
Headbutt,Rapidash,Normal,Physical,70.0
Swift,Rapidash,Normal,Special,60.0
Incinerate,Rapidash,Fire,Special,60.0
Secret Power,Rapidash,Normal,Physical,70.0
Strength,Rapidash,Normal,Physical,80.0
Curse,Slowpoke,Ghost,Status,0.0
Tackle,Slowpoke,Normal,Physical,40.0
Yawn,Slowpoke,Normal,Status,0.0
Growl,Slowpoke,Normal,Status,0.0
Water Gun,Slowpoke,Water,Special,40.0
Confusion,Slowpoke,Psychic,Special,50.0
Disable,Slowpoke,Normal,Status,0.0
Headbutt,Slowpoke,Normal,Physical,70.0
Water Pulse,Slowpoke,Water,Special,60.0
Zen Headbutt,Slowpoke,Psychic,Physical,72.0
Slack Off,Slowpoke,Normal,Status,0.0
Amnesia,Slowpoke,Psychic,Status,0.0
Psychic,Slowpoke,Psychic,Special,90.0
Rain Dance,Slowpoke,Water,Status,0.0
Psych Up,Slowpoke,Normal,Status,0.0
Heal Pulse,Slowpoke,Psychic,Status,0.0
Belch,Slowpoke,Poison,Special,108.0
Belly Drum,Slowpoke,Normal,Status,0.0
Block,Slowpoke,Normal,Status,0.0
Future Sight,Slowpoke,Psychic,Special,120.0
Me First,Slowpoke,Normal,Status,0.0
Mud Sport,Slowpoke,Ground,Status,0.0
Sleep Talk,Slowpoke,Normal,Status,0.0
Snore,Slowpoke,Normal,Special,50.0
Stomp,Slowpoke,Normal,Physical,65.0
Wonder Room,Slowpoke,Psychic,Status,0.0
Zen Headbutt,Slowpoke,Psychic,Physical,72.0
After You,Slowpoke,Normal,Status,0.0
Aqua Tail,Slowpoke,Water,Physical,81.0
Block,Slowpoke,Normal,Status,0.0
Icy Wind,Slowpoke,Ice,Special,52.25
Iron Tail,Slowpoke,Steel,Physical,75.0
Magic Coat,Slowpoke,Psychic,Status,0.0
Recycle,Slowpoke,Normal,Status,0.0
Signal Beam,Slowpoke,Bug,Special,75.0
Skill Swap,Slowpoke,Psychic,Status,0.0
Snore,Slowpoke,Normal,Special,50.0
Telekinesis,Slowpoke,Psychic,Status,0.0
Trick,Slowpoke,Psychic,Status,0.0
Water Pulse,Slowpoke,Water,Special,60.0
Wonder Room,Slowpoke,Psychic,Status,0.0
Zen Headbutt,Slowpoke,Psychic,Physical,72.0
Psyshock,Slowpoke,Psychic,Special,80.0
Calm Mind,Slowpoke,Psychic,Status,0.0
Toxic,Slowpoke,Poison,Status,0.0
Hail,Slowpoke,Ice,Status,0.0
Hidden Power,Slowpoke,Normal,Special,60.0
Sunny Day,Slowpoke,Fire,Status,0.0
Ice Beam,Slowpoke,Ice,Special,90.0
Blizzard,Slowpoke,Ice,Special,77.0
Light Screen,Slowpoke,Psychic,Status,0.0
Protect,Slowpoke,Normal,Status,0.0
Rain Dance,Slowpoke,Water,Status,0.0
Safeguard,Slowpoke,Normal,Status,0.0
Frustration,Slowpoke,Normal,Physical,0.0
Earthquake,Slowpoke,Ground,Physical,100.0
Return,Slowpoke,Normal,Physical,0.0
Psychic,Slowpoke,Psychic,Special,90.0
Shadow Ball,Slowpoke,Ghost,Special,80.0
Double Team,Slowpoke,Normal,Status,0.0
Flamethrower,Slowpoke,Fire,Special,90.0
Fire Blast,Slowpoke,Fire,Special,93.5
Facade,Slowpoke,Normal,Physical,70.0
Rest,Slowpoke,Psychic,Status,0.0
Attract,Slowpoke,Normal,Status,0.0
Round,Slowpoke,Normal,Special,60.0
Echoed Voice,Slowpoke,Normal,Special,40.0
Scald,Slowpoke,Water,Special,80.0
Thunder Wave,Slowpoke,Electric,Status,0.0
Psych Up,Slowpoke,Normal,Status,0.0
Bulldoze,Slowpoke,Ground,Physical,60.0
Dream Eater,Slowpoke,Psychic,Special,100.0
Grass Knot,Slowpoke,Grass,Special,0.0
Swagger,Slowpoke,Normal,Status,0.0
Sleep Talk,Slowpoke,Normal,Status,0.0
Substitute,Slowpoke,Normal,Status,0.0
Trick Room,Slowpoke,Psychic,Status,0.0
Surf,Slowpoke,Water,Special,90.0
Confide,Slowpoke,Normal,Status,0.0
Bide,Slowpoke,Normal,Physical,0.0
Bubble Beam,Slowpoke,Water,Special,65.0
Fissure,Slowpoke,Ground,Physical,0.0
Pay Day,Slowpoke,Normal,Physical,40.0
Psywave,Slowpoke,Psychic,Special,0.0
Rage,Slowpoke,Normal,Physical,20.0
Reflect,Slowpoke,Psychic,Status,0.0
Skull Bash,Slowpoke,Normal,Physical,130.0
Take Down,Slowpoke,Normal,Physical,76.5
Teleport,Slowpoke,Psychic,Status,0.0
Tri Attack,Slowpoke,Normal,Special,80.0
Nightmare,Slowpoke,Ghost,Status,0.0
Zap Cannon,Slowpoke,Electric,Special,60.0
Body Slam,Slowpoke,Normal,Physical,85.0
Double-Edge,Slowpoke,Normal,Physical,120.0
Mimic,Slowpoke,Normal,Status,0.0
Brine,Slowpoke,Water,Special,65.0
Captivate,Slowpoke,Normal,Status,0.0
Endure,Slowpoke,Normal,Status,0.0
Natural Gift,Slowpoke,Normal,Physical,0.0
Whirlpool,Slowpoke,Water,Special,29.75
Mud-Slap,Slowpoke,Ground,Special,20.0
Swift,Slowpoke,Normal,Special,60.0
Dig,Slowpoke,Ground,Physical,80.0
Flash,Slowpoke,Normal,Status,0.0
Incinerate,Slowpoke,Fire,Special,60.0
Secret Power,Slowpoke,Normal,Physical,70.0
Dive,Slowpoke,Water,Physical,80.0
Strength,Slowpoke,Normal,Physical,80.0
Curse,Slowbro,Ghost,Status,0.0
Growl,Slowbro,Normal,Status,0.0
Heal Pulse,Slowbro,Psychic,Status,0.0
Tackle,Slowbro,Normal,Physical,40.0
Withdraw,Slowbro,Water,Status,0.0
Yawn,Slowbro,Normal,Status,0.0
Growl,Slowbro,Normal,Status,0.0
Water Gun,Slowbro,Water,Special,40.0
Confusion,Slowbro,Psychic,Special,50.0
Disable,Slowbro,Normal,Status,0.0
Headbutt,Slowbro,Normal,Physical,70.0
Water Pulse,Slowbro,Water,Special,60.0
Zen Headbutt,Slowbro,Psychic,Physical,72.0
Slack Off,Slowbro,Normal,Status,0.0
Amnesia,Slowbro,Psychic,Status,0.0
Psychic,Slowbro,Psychic,Special,90.0
Rain Dance,Slowbro,Water,Status,0.0
Psych Up,Slowbro,Normal,Status,0.0
Heal Pulse,Slowbro,Psychic,Status,0.0
Belch,Slowbro,Poison,Special,108.0
Belly Drum,Slowbro,Normal,Status,0.0
Block,Slowbro,Normal,Status,0.0
Future Sight,Slowbro,Psychic,Special,120.0
Me First,Slowbro,Normal,Status,0.0
Mud Sport,Slowbro,Ground,Status,0.0
Sleep Talk,Slowbro,Normal,Status,0.0
Snore,Slowbro,Normal,Special,50.0
Stomp,Slowbro,Normal,Physical,65.0
Wonder Room,Slowbro,Psychic,Status,0.0
Zen Headbutt,Slowbro,Psychic,Physical,72.0
After You,Slowbro,Normal,Status,0.0
Aqua Tail,Slowbro,Water,Physical,81.0
Block,Slowbro,Normal,Status,0.0
Drain Punch,Slowbro,Fighting,Physical,75.0
Focus Punch,Slowbro,Fighting,Physical,150.0
Foul Play,Slowbro,Dark,Physical,95.0
Ice Punch,Slowbro,Ice,Physical,75.0
Icy Wind,Slowbro,Ice,Special,52.25
Iron Defense,Slowbro,Steel,Status,0.0
Iron Tail,Slowbro,Steel,Physical,75.0
Magic Coat,Slowbro,Psychic,Status,0.0
Recycle,Slowbro,Normal,Status,0.0
Signal Beam,Slowbro,Bug,Special,75.0
Skill Swap,Slowbro,Psychic,Status,0.0
Snore,Slowbro,Normal,Special,50.0
Telekinesis,Slowbro,Psychic,Status,0.0
Trick,Slowbro,Psychic,Status,0.0
Water Pulse,Slowbro,Water,Special,60.0
Wonder Room,Slowbro,Psychic,Status,0.0
Zen Headbutt,Slowbro,Psychic,Physical,72.0
Psyshock,Slowbro,Psychic,Special,80.0
Calm Mind,Slowbro,Psychic,Status,0.0
Toxic,Slowbro,Poison,Status,0.0
Hail,Slowbro,Ice,Status,0.0
Hidden Power,Slowbro,Normal,Special,60.0
Sunny Day,Slowbro,Fire,Status,0.0
Ice Beam,Slowbro,Ice,Special,90.0
Blizzard,Slowbro,Ice,Special,77.0
Hyper Beam,Slowbro,Normal,Special,135.0
Light Screen,Slowbro,Psychic,Status,0.0
Protect,Slowbro,Normal,Status,0.0
Rain Dance,Slowbro,Water,Status,0.0
Safeguard,Slowbro,Normal,Status,0.0
Frustration,Slowbro,Normal,Physical,0.0
Earthquake,Slowbro,Ground,Physical,100.0
Return,Slowbro,Normal,Physical,0.0
Psychic,Slowbro,Psychic,Special,90.0
Shadow Ball,Slowbro,Ghost,Special,80.0
Brick Break,Slowbro,Fighting,Physical,75.0
Double Team,Slowbro,Normal,Status,0.0
Flamethrower,Slowbro,Fire,Special,90.0
Fire Blast,Slowbro,Fire,Special,93.5
Aerial Ace,Slowbro,Flying,Physical,60.0
Facade,Slowbro,Normal,Physical,70.0
Rest,Slowbro,Psychic,Status,0.0
Attract,Slowbro,Normal,Status,0.0
Round,Slowbro,Normal,Special,60.0
Echoed Voice,Slowbro,Normal,Special,40.0
Focus Blast,Slowbro,Fighting,Special,84.0
Scald,Slowbro,Water,Special,80.0
Fling,Slowbro,Dark,Physical,0.0
Giga Impact,Slowbro,Normal,Physical,135.0
Thunder Wave,Slowbro,Electric,Status,0.0
Psych Up,Slowbro,Normal,Status,0.0
Bulldoze,Slowbro,Ground,Physical,60.0
Dream Eater,Slowbro,Psychic,Special,100.0
Grass Knot,Slowbro,Grass,Special,0.0
Swagger,Slowbro,Normal,Status,0.0
Sleep Talk,Slowbro,Normal,Status,0.0
Substitute,Slowbro,Normal,Status,0.0
Trick Room,Slowbro,Psychic,Status,0.0
Surf,Slowbro,Water,Special,90.0
Confide,Slowbro,Normal,Status,0.0
Bide,Slowbro,Normal,Physical,0.0
Bubble Beam,Slowbro,Water,Special,65.0
Fissure,Slowbro,Ground,Physical,0.0
Pay Day,Slowbro,Normal,Physical,40.0
Psywave,Slowbro,Psychic,Special,0.0
Rage,Slowbro,Normal,Physical,20.0
Reflect,Slowbro,Psychic,Status,0.0
Skull Bash,Slowbro,Normal,Physical,130.0
Submission,Slowbro,Fighting,Physical,64.0
Take Down,Slowbro,Normal,Physical,76.5
Teleport,Slowbro,Psychic,Status,0.0
Tri Attack,Slowbro,Normal,Special,80.0
Nightmare,Slowbro,Ghost,Status,0.0
Zap Cannon,Slowbro,Electric,Special,60.0
Body Slam,Slowbro,Normal,Physical,85.0
Counter,Slowbro,Fighting,Physical,0.0
Double-Edge,Slowbro,Normal,Physical,120.0
